# Figure-4 interim queue ledger. One row per RUN, one run per pressure leg.
# Separate from screen_ledger.csv on purpose: that file is the sealed section 9
# ledger of the reference screen, and these runs belong to the Figure-4
# pre-analysis amendment, not to the sealed screen. `pressure` and `segment`
# are columns here that section 9 does not have -- section 9's column set is
# sealed and its two pressure legs are therefore two identical-looking rows.
# This file is mine, so it records the leg and the segment that produced it.
stem,stage,grade,pressure,segment,init_cycles,prod_cycles,job,walltime,nsim,group,attempt,status,submitted_at
2007[Zn][ths]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_167_p65,05:51:00,1296,aa,1,submitted,2026-09-02T21:32:35Z
2008[Ag][nan]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_168_p05,60:44:00,13440,amd,1,submitted,2026-09-02T21:32:35Z
2008[Ag][nan]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_168_p65,60:44:00,13440,ac,1,submitted,2026-09-02T21:32:35Z
2008[BiPr][sra]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_169_p05,21:15:00,4704,aa,1,submitted,2026-09-02T21:32:35Z
2008[BiPr][sra]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_169_p65,21:15:00,4704,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cd][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_170_p05,10:07:00,2240,ac,1,submitted,2026-09-02T21:32:35Z
2008[Cd][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_170_p65,10:07:00,2240,aa,1,submitted,2026-09-02T21:32:35Z
2008[Cd][rho]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_171_p05,21:41:00,4800,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cd][rho]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_171_p65,21:41:00,4800,ac,1,submitted,2026-09-02T21:32:35Z
2008[Cd][rho]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_172_p05,21:41:00,4800,aa,1,submitted,2026-09-02T21:32:35Z
2008[Cd][rho]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_172_p65,21:41:00,4800,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cd][rho]3[FSR]2,stage1,floor,p05,sample,2000,10000,f4_173_p05,21:41:00,4800,ac,1,submitted,2026-09-02T21:32:35Z
2008[Cd][rho]3[FSR]2,stage1,floor,p65,sample,2000,10000,f4_173_p65,21:41:00,4800,aa,1,submitted,2026-09-02T21:32:35Z
2008[Cd][sxd]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_174_p05,10:05:00,2232,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cd][sxd]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_174_p65,10:05:00,2232,ac,1,submitted,2026-09-02T21:32:35Z
2008[Co][dia]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_175_p05,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2008[Co][dia]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_175_p65,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2008[Co][mog]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_176_p05,08:27:00,1872,ac,1,submitted,2026-09-02T21:32:35Z
2008[Co][mog]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_176_p65,08:27:00,1872,aa,1,submitted,2026-09-02T21:32:35Z
2008[Co][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_177_p05,11:16:00,2496,amd,1,submitted,2026-09-02T21:32:35Z
2008[Co][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_177_p65,11:16:00,2496,ac,1,submitted,2026-09-02T21:32:35Z
2008[CuLa][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_178_p05,14:45:00,3264,aa,1,submitted,2026-09-02T21:32:35Z
2008[CuLa][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_178_p65,14:45:00,3264,amd,1,submitted,2026-09-02T21:32:35Z
2008[CuW][acs]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_179_p05,03:25:00,756,ac,1,submitted,2026-09-02T21:32:35Z
2008[CuW][acs]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_179_p65,03:25:00,756,aa,1,submitted,2026-09-02T21:32:35Z
2008[Cu][dia]3[FSR]3,stage1,floor,p05,sample,2000,10000,f4_180_p05,11:10:00,2472,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cu][dia]3[FSR]3,stage1,floor,p65,sample,2000,10000,f4_180_p65,11:10:00,2472,ac,1,submitted,2026-09-02T21:32:35Z
2008[Cu][nan]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_181_p05,08:47:00,1944,aa,1,submitted,2026-09-02T21:32:35Z
2008[Cu][nan]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_181_p65,08:47:00,1944,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cu][nan]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_182_p05,08:18:00,1840,ac,1,submitted,2026-09-02T21:32:35Z
2008[Cu][nan]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_182_p65,08:18:00,1840,aa,1,submitted,2026-09-02T21:32:35Z
2008[Cu][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_183_p05,10:29:00,2322,amd,1,submitted,2026-09-02T21:32:35Z
2008[Cu][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_183_p65,10:29:00,2322,ac,1,submitted,2026-09-02T21:32:35Z
2008[Gd][nan]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_184_p05,08:40:00,1920,aa,1,submitted,2026-09-02T21:32:35Z
2008[Gd][nan]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_184_p65,08:40:00,1920,amd,1,submitted,2026-09-02T21:32:35Z
2008[Gd][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_185_p05,06:50:00,1512,ac,1,submitted,2026-09-02T21:32:35Z
2008[Gd][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_185_p65,06:50:00,1512,aa,1,submitted,2026-09-02T21:32:35Z
2008[In][dia]3[ASR]5,stage1,floor,p05,sample,2000,10000,f4_186_p05,03:54:00,864,amd,1,submitted,2026-09-02T21:32:35Z
2008[In][dia]3[ASR]5,stage1,floor,p65,sample,2000,10000,f4_186_p65,03:54:00,864,ac,1,submitted,2026-09-02T21:32:35Z
2008[In][dia]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_187_p05,06:21:00,1408,aa,1,submitted,2026-09-02T21:32:35Z
2008[In][dia]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_187_p65,06:21:00,1408,amd,1,submitted,2026-09-02T21:32:35Z
2008[Mn][etd]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_188_p05,12:26:00,2754,ac,1,submitted,2026-09-02T21:32:35Z
2008[Mn][etd]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_188_p65,12:26:00,2754,aa,1,submitted,2026-09-02T21:32:35Z
2008[Mn][fet]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_189_p05,07:48:00,1728,amd,1,submitted,2026-09-02T21:32:35Z
2008[Mn][fet]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_189_p65,07:48:00,1728,ac,1,submitted,2026-09-02T21:32:35Z
2008[Mn][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_190_p05,06:38:00,1470,aa,1,submitted,2026-09-02T21:32:35Z
2008[Mn][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_190_p65,06:38:00,1470,amd,1,submitted,2026-09-02T21:32:35Z
2008[Mn][nan]3[FSR]2,stage1,floor,p05,sample,2000,10000,f4_191_p05,07:27:00,1650,ac,1,submitted,2026-09-02T21:32:35Z
2008[Mn][nan]3[FSR]2,stage1,floor,p65,sample,2000,10000,f4_191_p65,07:27:00,1650,aa,1,submitted,2026-09-02T21:32:35Z
2008[Nd][nan]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_192_p05,16:11:00,3584,amd,1,submitted,2026-09-02T21:32:35Z
2008[Nd][nan]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_192_p65,16:11:00,3584,ac,1,submitted,2026-09-02T21:32:35Z
2008[Nd][nan]3[FSR]2,stage1,floor,p05,sample,2000,10000,f4_193_p05,18:30:00,4096,aa,1,submitted,2026-09-02T21:32:35Z
2008[Nd][nan]3[FSR]2,stage1,floor,p65,sample,2000,10000,f4_193_p65,18:30:00,4096,amd,1,submitted,2026-09-02T21:32:35Z
2008[NiMo][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_194_p05,21:15:00,4704,ac,1,submitted,2026-09-02T21:32:35Z
2008[NiMo][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_194_p65,21:15:00,4704,aa,1,submitted,2026-09-02T21:32:35Z
2008[Ni][ins]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_195_p05,15:37:00,3456,amd,1,submitted,2026-09-02T21:32:35Z
2008[Ni][ins]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_195_p65,15:37:00,3456,ac,1,submitted,2026-09-02T21:32:35Z
2008[Ni][mot]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_196_p05,18:52:00,4176,aa,1,submitted,2026-09-02T21:32:35Z
2008[Ni][mot]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_196_p65,18:52:00,4176,amd,1,submitted,2026-09-02T21:32:35Z
2008[Ni][nan]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_197_p05,15:37:00,3456,ac,1,submitted,2026-09-02T21:32:35Z
2008[Ni][nan]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_197_p65,15:37:00,3456,aa,1,submitted,2026-09-02T21:32:35Z
2008[Ni][tfz]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_198_p05,13:40:00,3024,amd,1,submitted,2026-09-02T21:32:35Z
2008[Ni][tfz]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_198_p65,13:40:00,3024,ac,1,submitted,2026-09-02T21:32:35Z
2008[Sm][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_199_p05,17:21:00,3840,aa,1,submitted,2026-09-02T21:32:35Z
2008[Sm][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_199_p65,17:21:00,3840,amd,1,submitted,2026-09-02T21:32:35Z
2008[UZn][nan]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_200_p05,12:41:00,2808,ac,1,submitted,2026-09-02T21:32:35Z
2008[UZn][nan]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_200_p65,12:41:00,2808,aa,1,submitted,2026-09-02T21:32:35Z
2008[ZnMn][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_201_p05,12:05:00,2676,amd,1,submitted,2026-09-02T21:32:35Z
2008[ZnMn][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_201_p65,12:05:00,2676,ac,1,submitted,2026-09-02T21:32:35Z
2008[ZnSi][cds]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_202_p05,12:26:00,2754,aa,1,submitted,2026-09-02T21:32:35Z
2008[ZnSi][cds]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_202_p65,12:26:00,2754,amd,1,submitted,2026-09-02T21:32:35Z
2008[ZnSm][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_203_p05,09:06:00,2016,ac,1,submitted,2026-09-02T21:32:35Z
2008[ZnSm][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_203_p65,09:06:00,2016,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][ant]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_204_p05,07:18:00,1616,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][ant]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_204_p65,07:18:00,1616,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_205_p05,14:58:00,3312,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_205_p65,14:58:00,3312,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[ASR]7,stage1,floor,p05,sample,2000,10000,f4_206_p05,10:44:00,2376,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[ASR]7,stage1,floor,p65,sample,2000,10000,f4_206_p65,10:44:00,2376,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[ASR]8,stage1,floor,p05,sample,2000,10000,f4_207_p05,07:13:00,1600,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[ASR]8,stage1,floor,p65,sample,2000,10000,f4_207_p65,07:13:00,1600,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[FSR]9,stage1,floor,p05,sample,2000,10000,f4_208_p05,10:44:00,2376,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][nan]3[FSR]9,stage1,floor,p65,sample,2000,10000,f4_208_p65,10:44:00,2376,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][pcu]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_209_p05,17:05:00,3780,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][pcu]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_209_p65,17:05:00,3780,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][pcu]3[ASR]7,stage1,floor,p05,sample,2000,10000,f4_210_p05,05:56:00,1314,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][pcu]3[ASR]7,stage1,floor,p65,sample,2000,10000,f4_210_p65,05:56:00,1314,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][pcu]3[FSR]8,stage1,floor,p05,sample,2000,10000,f4_211_p05,19:31:00,4320,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][pcu]3[FSR]8,stage1,floor,p65,sample,2000,10000,f4_211_p65,19:31:00,4320,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][sqc]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_212_p05,16:16:00,3600,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][sqc]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_212_p65,16:16:00,3600,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][srs]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_213_p05,05:51:00,1296,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][srs]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_213_p65,05:51:00,1296,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][srs]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_214_p05,05:51:00,1296,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][srs]3[ASR]6,stage1,floor,p65,sample,2000,10000,f4_214_p65,05:51:00,1296,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][srs]3[ASR]8,stage1,floor,p05,sample,2000,10000,f4_215_p05,05:51:00,1296,ac,1,submitted,2026-09-02T21:32:35Z
2008[Zn][srs]3[ASR]8,stage1,floor,p65,sample,2000,10000,f4_215_p65,05:51:00,1296,aa,1,submitted,2026-09-02T21:32:35Z
2008[Zn][ths]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_216_p05,22:07:00,4896,amd,1,submitted,2026-09-02T21:32:35Z
2008[Zn][ths]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_216_p65,22:07:00,4896,ac,1,submitted,2026-09-02T21:32:35Z
2009[AgHo][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_217_p05,10:07:00,2240,aa,1,submitted,2026-09-02T21:32:35Z
2009[AgHo][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_217_p65,10:07:00,2240,amd,1,submitted,2026-09-02T21:32:35Z
2009[Ag][nbo]3[ION]4,stage1,floor,p05,sample,2000,10000,f4_218_p05,10:44:00,2376,ac,1,submitted,2026-09-02T21:32:35Z
2009[Ag][nbo]3[ION]4,stage1,floor,p65,sample,2000,10000,f4_218_p65,10:44:00,2376,aa,1,submitted,2026-09-02T21:32:35Z
2009[Al][bpq]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_219_p05,05:29:00,1216,amd,1,submitted,2026-09-02T21:32:35Z
2009[Al][bpq]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_219_p65,05:29:00,1216,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cd][dia]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_220_p05,10:54:00,2412,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cd][dia]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_220_p65,10:54:00,2412,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cd][gpu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_221_p05,07:52:00,1744,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cd][gpu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_221_p65,07:52:00,1744,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cd][met]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_222_p05,10:58:00,2430,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cd][met]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_222_p65,10:58:00,2430,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cd][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_223_p05,10:11:00,2256,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cd][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_223_p65,10:11:00,2256,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cd][nan]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_224_p05,03:45:00,832,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cd][nan]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_224_p65,03:45:00,832,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cd][nuc]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_225_p05,14:01:00,3104,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cd][nuc]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_225_p65,14:01:00,3104,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cd][pts]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_226_p05,09:15:00,2048,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cd][pts]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_226_p65,09:15:00,2048,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cd][rho]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_227_p05,18:13:00,4032,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cd][rho]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_227_p65,18:13:00,4032,aa,1,submitted,2026-09-02T21:32:35Z
2009[Co][dia]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_228_p05,19:46:00,4374,amd,1,submitted,2026-09-02T21:32:35Z
2009[Co][dia]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_228_p65,19:46:00,4374,ac,1,submitted,2026-09-02T21:32:35Z
2009[Co][pcu]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_229_p05,11:25:00,2528,aa,1,submitted,2026-09-02T21:32:35Z
2009[Co][pcu]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_229_p65,11:25:00,2528,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cu][hex]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_230_p05,09:06:00,2016,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cu][hex]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_230_p65,09:06:00,2016,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cu][tbo]3[ASR]2,stage1,floor,p05,sample,2000,10000,f4_231_p05,30:05:00,6656,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cu][tbo]3[ASR]2,stage1,floor,p65,sample,2000,10000,f4_231_p65,30:05:00,6656,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cu][tbo]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_232_p05,05:38:00,1248,aa,1,submitted,2026-09-02T21:32:35Z
2009[Cu][tbo]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_232_p65,05:38:00,1248,amd,1,submitted,2026-09-02T21:32:35Z
2009[Cu][tbo]3[ASR]7,stage1,floor,p05,sample,2000,10000,f4_233_p05,05:38:00,1248,ac,1,submitted,2026-09-02T21:32:35Z
2009[Cu][tbo]3[ASR]7,stage1,floor,p65,sample,2000,10000,f4_233_p65,05:38:00,1248,aa,1,submitted,2026-09-02T21:32:35Z
2009[ErAg][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_234_p05,10:59:00,2432,amd,1,submitted,2026-09-02T21:32:35Z
2009[ErAg][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_234_p65,10:59:00,2432,ac,1,submitted,2026-09-02T21:32:35Z
2009[Eu][pts]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_235_p05,08:17:00,1836,aa,1,submitted,2026-09-02T21:32:35Z
2009[Eu][pts]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_235_p65,08:17:00,1836,amd,1,submitted,2026-09-02T21:32:35Z
2009[HoAg][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_236_p05,14:45:00,3264,ac,1,submitted,2026-09-02T21:32:35Z
2009[HoAg][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_236_p65,14:45:00,3264,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[LaAg][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_237_p05,14:45:00,3264,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[LaAg][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_237_p65,14:45:00,3264,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[La][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_238_p05,12:12:00,2700,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[La][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_238_p65,12:12:00,2700,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[La][nan]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_239_p05,15:56:00,3528,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[La][nan]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_239_p65,15:56:00,3528,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[MgIn][rho]3[ION]1,stage1,floor,p05,sample,2000,10000,f4_240_p05,07:29:00,1656,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[MgIn][rho]3[ION]1,stage1,floor,p65,sample,2000,10000,f4_240_p65,07:29:00,1656,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Ni][acs]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_241_p05,06:21:00,1408,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Ni][acs]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_241_p65,06:21:00,1408,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Ni][pyr]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_242_p05,07:39:00,1696,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Ni][pyr]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_242_p65,07:39:00,1696,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Ni][tfz]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_243_p05,08:21:00,1848,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Ni][tfz]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_243_p65,08:21:00,1848,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Sm][pcu]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_244_p05,08:32:00,1890,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Sm][pcu]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_244_p65,08:32:00,1890,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[U][nan]3[FSR]1,stage1,floor,p05,sample,2000,10000,f4_245_p05,09:45:00,2160,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[U][nan]3[FSR]1,stage1,floor,p65,sample,2000,10000,f4_245_p65,09:45:00,2160,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Yb][rtl]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_246_p05,10:50:00,2400,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Yb][rtl]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_246_p65,10:50:00,2400,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[ZnCd][nan]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_247_p05,22:56:00,5076,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[ZnCd][nan]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_247_p65,22:56:00,5076,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[ZnPtAu][pth]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_248_p05,18:47:00,4158,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[ZnPtAu][pth]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_248_p65,18:47:00,4158,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][dia]3[ASR]4,stage1,floor,p05,sample,2000,10000,f4_249_p05,23:03:00,5100,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][dia]3[ASR]4,stage1,floor,p65,sample,2000,10000,f4_249_p65,23:03:00,5100,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][dia]3[FSR]2,stage1,floor,p05,sample,2000,10000,f4_250_p05,10:05:00,2232,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][dia]3[FSR]2,stage1,floor,p65,sample,2000,10000,f4_250_p65,10:05:00,2232,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][nan]3[ASR]3,stage1,floor,p05,sample,2000,10000,f4_251_p05,09:19:00,2064,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][nan]3[ASR]3,stage1,floor,p65,sample,2000,10000,f4_251_p65,09:19:00,2064,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][nan]3[ASR]5,stage1,floor,p05,sample,2000,10000,f4_252_p05,33:15:00,7360,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][nan]3[ASR]5,stage1,floor,p65,sample,2000,10000,f4_252_p65,33:15:00,7360,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][npo]3[ASR]1,stage1,floor,p05,sample,2000,10000,f4_253_p05,16:29:00,3648,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][npo]3[ASR]1,stage1,floor,p65,sample,2000,10000,f4_253_p65,16:29:00,3648,,1,submitted_reconciled,2026-09-02T21:38:28Z
2009[Zn][pcu]3[ASR]6,stage1,floor,p05,sample,2000,10000,f4_254_p05,11:16:00,2496,,1,submitted_reconciled,2026-09-02T21:38:28Z
