# Figure-4 INTERIM export. One row per structure with BOTH pressure legs ok.
# exported            : 2026-09-06T06:52:41Z  (2026-09-06 15:52 KST, cluster clock)
# source              : logs/fig4.runs + RASPA .data on dirac-bei, joined to
#                       screen/fig4_ledger.csv (cycles) and harness/fig4_submit.py
#                       load_queue() (segment). Read-only; nothing was submitted.
# units               : N65, N5_8, working_capacity, uncertainty, agent_value are all
#                       cm^3 (STP)/cm^3 framework. N65 is 65 bar, N5_8 is 5.8 bar,
#                       working_capacity = N65 - N5_8, uncertainty = legs in quadrature.
#
# per-segment completion   both legs ok / structures in segment   ->  rows exported
#   sample             1497 /   1500  ( 99.8%)            1497
#   descriptor_tail     847 /    858  ( 98.7%)             847
#   agent_tail          124 /    571  ( 21.7%)             124
#   claims                0 /      2  (  0.0%)               0
#   TOTAL              2468 /   2931            2468
#   Segments are OPEN. These rows are a subsample of each segment, so the top of this
#   file is not the top of the segment: an interim view, not a result.
#
# note: 76 structure(s) appear on MORE THAN ONE ROW because they are in
#   the queue at two grades, which are two separate measurements at different cycle
#   counts. Key on (structure_id, segment), not on structure_id: 0000[Cu][tbo]3[ASR]1, 0000[Cu][tbo]3[ASR]2, 0000[Er][lcy]3[ASR]1, 0000[Er][nan]3[ASR]1, 0000[Lu][lcy]3[ASR]1, ...
# note: 46 ok run(s) in logs/fig4.runs belong to no Figure-4 queue segment
#   (the Stage-0 ppn=1 requeue writes to the same log) and are excluded.
# agent_value is the HIGHEST agent-reported deliverable_capacity for that structure in
#   analysis/fig2_claims_long.csv, and agent_run the run that reported it. EMPTY MEANS
#   UNCLAIMED, NOT ZERO. It is the top of a band, not a number: the highest retained
#   claim is 200.125 +/- 0.529 (rep06, 2016[Cu][pts]3[ASR]1), yet 12 runs on that one
#   structure span 198.85-200.12, so the fleet's own spread there is ~1.3 units.
#
# Every line above begins '#' and is header; the CSV header row follows. No structure id
#   contains '#', so pandas.read_csv(path, comment='#') reads this file as-is.
structure_id,segment,init_cycles,production_cycles,N65,N5_8,working_capacity,uncertainty,agent_value,agent_run
2007[Co][nou]3[FSR]1,sample,2000,10000,72.724946,57.799735,14.925211,1.797547,,
2008[Mn][nan]3[ASR]2,sample,2000,10000,63.661270,48.883897,14.777373,1.880861,,
2007[Nd][bcu]3[ASR]1,sample,2000,10000,16.558633,1.853080,14.705553,3.972906,,
2016[Co][sql]2[FSR]5,sample,2000,10000,84.411908,69.718985,14.692923,1.733311,,
0000[Zn][sql]2[ASR]1,sample,2000,10000,55.911079,41.250791,14.660288,1.581938,,
2013[Zn][ins]3[FSR]2,sample,2000,10000,113.894935,99.268213,14.626722,1.507888,,
2012[Co][jeb]3[FSR]1,sample,2000,10000,46.282442,31.661357,14.621085,1.828748,,
2017[Ag][srs]3[ION]5,sample,2000,10000,68.971237,54.365095,14.606141,1.966478,,
1999[Zn][nan]3[ION]1,sample,2000,10000,37.226748,22.650657,14.576091,1.283252,,
2023[Zn][sql]2[ASR]1,sample,2000,10000,63.288240,48.891002,14.397237,2.688595,,
2011[U][mab]3[ION]1,sample,2000,10000,32.995340,18.672167,14.323174,3.015378,,
2023[Eu][mog]3[ASR]1,sample,2000,10000,71.112198,56.837332,14.274866,2.102996,,
2004[Cu][asf]3[ASR]2,sample,2000,10000,114.836585,100.662892,14.173692,0.449960,,
2019[Zn][sql]2[ASR]10,sample,2000,10000,79.802514,65.654717,14.147797,2.014342,,
2017[ZnMnMo][sql]2[FSR]1,sample,2000,10000,65.180700,51.051864,14.128835,1.355174,,
2022[Cd][nan]2[FSR]2,sample,2000,10000,102.490574,88.367148,14.123426,3.126524,,
2013[Tb][pcu]3[ION]1,sample,2000,10000,51.452449,37.345937,14.106512,1.515138,,
2024[Cd][nan]3[ASR]2,sample,2000,10000,96.758172,82.668573,14.089599,0.907743,,
2010[La][flu]3[FSR]3,sample,2000,10000,89.984294,76.022763,13.961531,1.425112,,
2014[CuTm][nan]3[ASR]1,sample,2000,10000,41.773334,27.876295,13.897039,2.224690,,
2012[PrCo][nan]3[ASR]1,sample,2000,10000,59.048079,45.316541,13.731537,3.054146,,
2017[CuNd][nan]3[FSR]1,sample,2000,10000,41.233798,27.549044,13.684754,2.022414,,
2003[Zn][nan]3[ASR]2,sample,2000,10000,56.300383,42.625796,13.674587,0.910138,,
2011[Zn][nan]3[ION]2,sample,2000,10000,63.481037,49.871698,13.609339,2.439397,,
2021[Zn][dmc]3[ASR]1,sample,2000,10000,99.860108,86.257734,13.602375,0.769231,,
2015[Zn][dmc]3[ASR]1,sample,2000,10000,100.017324,86.492530,13.524794,0.884393,,
2020[CuDy][nan]3[FSR]2,sample,2000,10000,41.087557,27.700709,13.386848,3.530143,,
2011[Zn][pcu]3[ASR]6,sample,2000,10000,78.165159,65.057976,13.107182,1.652348,,
2021[Cd][sql]2[ASR]6,sample,2000,10000,75.349614,62.259628,13.089986,1.623864,,
2009[Cd][dia]3[ASR]4,sample,2000,10000,56.653403,43.569216,13.084187,3.906325,,
2012[GdCo][nan]3[FSR]1,sample,2000,10000,76.577084,63.542497,13.034587,1.658235,,
2011[Ag][nan]3[ASR]4,sample,2000,10000,69.576333,56.558599,13.017735,1.141648,,
2019[Zn][sql]2[ASR]12,sample,2000,10000,80.766353,67.892466,12.873887,1.386483,,
2013[Zn][dia]3[ASR]13,sample,2000,10000,76.053782,63.232992,12.820790,1.923995,,
2019[Dy][sql]2[FSR]3,sample,2000,10000,49.957939,37.176710,12.781229,2.571370,,
2024[Mn][scu]3[ASR]1,sample,2000,10000,96.066169,83.286616,12.779553,1.063608,,
2020[Cd][sql]2[ASR]9,sample,2000,10000,30.809462,18.038295,12.771166,2.180553,,
2020[CuSi][pcu]2[ASR]2,sample,2000,10000,18.967210,6.257234,12.709977,2.075752,,
2016[Mn][acs]3[ASR]1,sample,2000,10000,14.237570,1.577161,12.660408,1.312526,,
2017[Cd][nan]3[ASR]10,sample,2000,10000,58.179281,45.620279,12.559002,1.330344,,
2021[Sm][rtl]3[FSR]1,sample,2000,10000,62.205817,49.715797,12.490020,1.207123,,
0000[Zn][nan]3[ASR]4,sample,2000,10000,95.043968,82.615814,12.428154,1.379953,,
2016[Eu][nan]3[ASR]9,sample,2000,10000,94.967380,82.550136,12.417243,1.704802,,
2022[Zn][hcb]2[FSR]1,sample,2000,10000,74.559056,62.190561,12.368494,1.775318,,
2013[Cd][nan]3[ASR]1,sample,2000,10000,19.433333,7.126438,12.306895,2.053810,,
2011[Zn][nan]3[ASR]32,sample,2000,10000,65.315809,53.160620,12.155189,2.116901,,
2012[Zn][nan]3[ASR]8,sample,2000,10000,56.406854,44.343272,12.063581,1.751456,,
2011[Cu][nan]3[ASR]7,sample,2000,10000,98.494262,86.545606,11.948656,1.366384,,
2007[CuEu][nan]3[FSR]1,sample,2000,10000,66.824951,54.964158,11.860793,2.062139,,
2008[ZnSm][nan]3[ASR]1,sample,2000,10000,58.139607,46.309810,11.829796,1.656128,,
2020[Cd][hcb]2[FSR]4,sample,2000,10000,13.195470,1.383296,11.812174,0.542301,,
2012[Fe][sql]2[ASR]1,sample,2000,10000,13.234714,1.460152,11.774562,1.866830,,
2008[Mn][nan]3[FSR]2,sample,2000,10000,64.190991,52.529176,11.661815,1.946222,,
2014[Cd][pts]3[ASR]2,sample,2000,10000,23.072142,11.530278,11.541864,0.921373,,
2016[Zn][bpq]3[ASR]3,sample,2000,10000,75.491262,63.989481,11.501781,1.923225,,
2011[Cu][nan]3[ASR]4,sample,2000,10000,98.969486,87.548831,11.420654,1.618938,,
2018[La][nan]2[ION]1,sample,2000,10000,59.656495,48.338210,11.318285,0.739681,,
2017[TbCu][nan]3[FSR]2,sample,2000,10000,60.882716,49.643704,11.239012,1.088294,,
2013[Co][pcu]3[FSR]4,sample,2000,10000,96.739422,85.506860,11.232563,1.416768,,
2012[CoLu][nan]3[ION]1,sample,2000,10000,68.784002,57.589460,11.194542,1.136994,,
2020[Zn][nan]3[ASR]65,sample,2000,10000,93.715649,82.634284,11.081365,0.976107,,
2020[Dy][nan]3[FSR]1,sample,2000,10000,12.434569,1.461112,10.973458,3.155185,,
2015[Cu][nan]3[ASR]7,sample,2000,10000,34.421442,23.455548,10.965893,1.819137,,
2013[Cu][nbo]3[ASR]1,sample,2000,10000,36.784030,25.950296,10.833734,3.916628,,
2012[Mn][pcu]3[ASR]2,sample,2000,10000,57.288046,46.659091,10.628955,4.416937,,
2017[Cd][nan]3[ION]1,sample,2000,10000,44.282346,33.770064,10.512282,1.330414,,
2017[Cd][sra]3[FSR]2,sample,2000,10000,46.751942,36.360080,10.391863,4.622854,,
2011[Cd][nan]3[FSR]1,sample,2000,10000,32.501224,22.110346,10.390878,1.344777,,
2020[Zn][hcb]3[ASR]1,sample,2000,10000,12.664617,2.361160,10.303457,2.868385,,
2015[Cd][nan]2[ASR]1,sample,2000,10000,59.153450,48.891430,10.262020,1.915357,,
2013[Co][tfz]3[ASR]1,sample,2000,10000,85.731248,75.524111,10.207136,1.231009,,
2017[Co][sql]2[ASR]7,sample,2000,10000,61.834207,51.639750,10.194457,1.673676,,
2008[Cu][nan]3[ASR]4,sample,2000,10000,33.575971,23.512329,10.063642,2.378121,,
2014[Co][acs]3[ASR]1,sample,2000,10000,11.210067,1.194312,10.015755,1.522447,,
2011[Cd][dmp]3[ION]1,sample,2000,10000,44.169611,34.408014,9.761597,1.100016,,
0000[Zn][hcb]2[ASR]2,sample,2000,10000,50.865789,41.163328,9.702461,2.229726,,
2015[Pr][hcb]2[FSR]1,sample,2000,10000,32.120206,22.423417,9.696789,2.614770,,
2020[CdEu][nan]3[FSR]1,sample,2000,10000,45.746115,36.260131,9.485984,1.730202,,
2010[CoLa][pcu]3[ASR]1,sample,2000,10000,69.730856,60.278077,9.452780,0.990365,,
2010[La][nan]3[FSR]1,sample,2000,10000,46.020540,36.602542,9.417999,1.702018,,
2018[Zn][sql]2[ASR]23,sample,2000,10000,85.207310,75.888301,9.319009,1.610245,,
2014[Nd][flu]3[ASR]1,sample,2000,10000,86.070876,76.844871,9.226005,1.656014,,
2019[Cu][rtl]3[ASR]2,sample,2000,10000,95.961947,86.839862,9.122085,2.258436,,
2022[Ni][nan]3[ASR]2,sample,2000,10000,136.205815,127.089386,9.116429,1.316610,,
2018[Cu][nan]3[ASR]5,sample,2000,10000,99.192109,90.086484,9.105626,0.945074,,
2012[Cd][dia]3[ASR]1,sample,2000,10000,84.478818,75.409326,9.069492,1.171991,,
2014[Zn][cds]3[ASR]1,sample,2000,10000,48.413450,39.364525,9.048926,1.287998,,
2013[Cu][pcu]3[ASR]2,sample,2000,10000,70.015961,61.111032,8.904929,1.041122,,
2017[Cu][cds]3[ASR]1,sample,2000,10000,72.856176,63.977417,8.878759,2.146230,,
2009[La][nan]3[ASR]1,sample,2000,10000,77.565148,68.705123,8.860025,1.832639,,
2011[Co][nan]3[ASR]10,sample,2000,10000,122.819402,114.047321,8.772081,0.995676,,
2013[Co][nan]3[ASR]12,sample,2000,10000,123.574579,114.808208,8.766371,1.133936,,
2013[Cu][sqc]2[FSR]1,sample,2000,10000,39.468276,30.772154,8.696122,1.016972,,
2018[Nd][rtl]3[ASR]1,sample,2000,10000,97.196303,88.514906,8.681396,1.344679,,
2018[Sm][rtl]3[ASR]1,sample,2000,10000,96.580575,87.910898,8.669677,0.805434,,
0000[Cd][nan]3[ASR]8,sample,2000,10000,48.341176,39.722100,8.619076,1.725681,,
2018[Gd][rtl]3[ASR]1,sample,2000,10000,96.948608,88.353852,8.594755,1.506277,,
2015[Zn][nan]3[FSR]22,sample,2000,10000,69.445665,60.891421,8.554245,2.737601,,
2016[SbAg][lvt]3[ION]1,sample,2000,10000,68.786073,60.328646,8.457427,0.941405,,
2013[Cd][nan]3[FSR]5,sample,2000,10000,69.387027,60.932825,8.454202,1.199490,,
2017[In][nan]2[ASR]1,sample,2000,10000,87.964783,79.520037,8.444746,1.718323,,
2020[Zn][nan]3[FSR]15,sample,2000,10000,38.878882,30.481345,8.397537,1.142428,,
2015[Zn][nan]3[ION]1,sample,2000,10000,56.315624,47.990440,8.325184,1.263630,,
2021[FeAg][fet]2[ION]1,sample,2000,10000,69.073782,60.871412,8.202370,1.942882,,
2010[Cd][dia]3[ASR]5,sample,2000,10000,47.250827,39.141450,8.109377,2.305936,,
2013[Co][nan]3[FSR]8,sample,2000,10000,75.294583,67.190001,8.104582,1.824732,,
2021[Zn][fsc]3[ASR]1,sample,2000,10000,62.850716,54.858977,7.991740,2.688262,,
2019[Co][rtl]3[ASR]1,sample,2000,10000,86.077350,78.146188,7.931162,0.951681,,
2008[Zn][sqc]3[ASR]1,sample,2000,10000,56.757578,48.902108,7.855469,1.502333,,
1993[CoCu][tfk]3[FSR]1,sample,2000,10000,55.113449,47.359364,7.754085,2.131852,,
2018[Ag][hcb]2[FSR]1,sample,2000,10000,55.807448,48.135120,7.672328,1.087239,,
2016[Ag][nan]3[ASR]8,sample,2000,10000,8.467659,0.897251,7.570408,2.195217,,
2017[Co][pcu]2[ASR]5,sample,2000,10000,73.453704,65.916094,7.537610,1.130709,,
2010[Zn][ins]3[ASR]1,sample,2000,10000,64.781158,57.250085,7.531073,0.941322,,
2011[Zn][hcb]2[FSR]1,sample,2000,10000,51.803816,44.274988,7.528827,2.056721,,
2011[Zn][nan]3[ASR]22,sample,2000,10000,105.339256,97.976756,7.362500,1.443122,,
2007[KCu][nan]3[ION]1,sample,2000,10000,37.337794,30.115397,7.222397,0.347748,,
2016[Co][sql]2[ASR]21,sample,2000,10000,94.497653,87.328820,7.168834,1.061975,,
2018[Tb][rtl]3[FSR]1,sample,2000,10000,97.109653,90.131304,6.978349,0.650346,,
2018[Dy][rtl]3[FSR]1,sample,2000,10000,98.079865,91.146915,6.932950,1.009507,,
2016[Ag][nan]3[ASR]9,sample,2000,10000,7.569169,0.773284,6.795885,1.629941,,
2008[Zn][nan]3[ASR]7,sample,2000,10000,23.773283,17.099719,6.673564,1.561350,,
2013[Co][ins]3[ASR]1,sample,2000,10000,45.350908,38.789901,6.561007,1.025694,,
2012[Cd][dia]3[ASR]4,sample,2000,10000,103.796347,97.312958,6.483390,1.069887,,
2011[Mn][nan]2[FSR]1,sample,2000,10000,19.860176,13.383793,6.476382,2.127898,,
2013[CuEu][nan]3[FSR]1,sample,2000,10000,65.138058,58.668147,6.469910,1.827391,,
2008[Zn][nan]3[ASR]8,sample,2000,10000,29.326501,22.857804,6.468697,2.122052,,
2010[Zn][nan]3[ASR]2,sample,2000,10000,66.211977,59.744393,6.467584,0.567564,,
2013[Ce][nan]3[FSR]1,sample,2000,10000,55.843843,49.920192,5.923651,1.102763,,
2023[WNdZr][nan]3[FSR]1,sample,2000,10000,6.688412,0.930943,5.757469,1.030869,,
2022[Eu][ant]3[ASR]1,sample,2000,10000,6.516376,0.827625,5.688751,1.226473,,
2012[Yb][mog]3[ASR]1,sample,2000,10000,44.673696,39.163207,5.510490,1.084924,,
2009[Zn][dia]3[FSR]2,sample,2000,10000,49.051272,43.547020,5.504252,1.106713,,
2017[CoCr][pcu]3[ASR]1,sample,2000,10000,42.824598,37.457001,5.367597,1.583892,,
2020[Mg][nan]3[ASR]8,sample,2000,10000,5.918108,0.556235,5.361872,1.284708,,
2017[Co][pcu]2[ASR]8,sample,2000,10000,73.075073,67.785690,5.289383,1.600240,,
2016[Cd][nan]3[FSR]34,sample,2000,10000,77.101011,71.858504,5.242507,0.885608,,
2015[Ca][sql]2[ION]1,sample,2000,10000,5.691323,0.524854,5.166468,2.441830,,
2008[BiPr][sra]3[ION]1,sample,2000,10000,5.578531,0.588347,4.990184,1.398992,,
2024[Cu][pcu]3[ASR]1,sample,2000,10000,5.082664,0.543268,4.539396,1.014495,,
2011[Cd][sql]2[FSR]1,sample,2000,10000,4.701651,0.436117,4.265534,1.495906,,
2015[CoV][nan]3[ASR]1,sample,2000,10000,38.216225,34.141625,4.074600,1.514104,,
2010[Cd][sqc]3[ASR]1,sample,2000,10000,40.243644,36.329042,3.914602,1.115033,,
2013[Ce][nan]3[ASR]6,sample,2000,10000,4.261570,0.441806,3.819764,0.762417,,
2017[Co][pcu]2[ASR]10,sample,2000,10000,73.089345,69.353880,3.735465,0.688075,,
2014[Cu][dia]3[ASR]7,sample,2000,10000,98.870945,95.252680,3.618264,0.381874,,
2016[Cu][tfw]2[ASR]2,sample,2000,10000,66.732221,63.194105,3.538116,0.776272,,
2012[La][nan]3[FSR]2,sample,2000,10000,3.801008,0.442944,3.358063,0.702166,,
2023[Cd][dia]3[ASR]2,sample,2000,10000,46.044621,42.981801,3.062820,1.309987,,
2012[Co][nan]3[ASR]9,sample,2000,10000,18.952827,16.108034,2.844794,0.623780,,
2022[Eu][hcb]2[ASR]3,sample,2000,10000,3.139743,0.357373,2.782370,0.619600,,
2015[Cd][dia]3[ASR]1,sample,2000,10000,62.277875,59.597357,2.680518,0.907040,,
2015[Mn][lvt]3[ASR]1,sample,2000,10000,89.539157,87.027020,2.512137,0.662995,,
2015[Cd][pts]3[ASR]1,sample,2000,10000,2.828939,0.324240,2.504699,0.471646,,
2008[Cu][pcu]3[ASR]1,sample,2000,10000,121.080812,118.707247,2.373565,0.390066,,
2007[CeZr][pth]3[FSR]1,sample,2000,10000,2.605629,0.264050,2.341579,0.333132,,
2015[Cd][lvt]3[ASR]1,sample,2000,10000,85.271707,83.002867,2.268840,0.353617,,
2016[Tb][ant]3[ASR]2,sample,2000,10000,61.805327,59.685254,2.120073,1.043467,,
2016[Eu][ant]3[ASR]1,sample,2000,10000,62.291472,60.390278,1.901194,0.494103,,
2014[Co][nan]3[ASR]11,sample,2000,10000,1.897779,0.191059,1.706720,0.374790,,
2022[Cd][sql]2[FSR]2,sample,2000,10000,40.022583,38.458954,1.563628,0.271835,,
2022[Tb][dia]3[FSR]1,sample,2000,10000,1.666502,0.166149,1.500353,0.381526,,
2010[Zn][pcu]3[FSR]3,sample,2000,10000,24.550644,23.120200,1.430443,1.656146,,
0000[Cd][sql]2[ASR]4,sample,2000,10000,1.443911,0.155685,1.288226,0.479605,,
0000[La][nan]3[FSR]1,sample,2000,10000,1.407342,0.148307,1.259035,0.165328,,
2015[Zn][eta]3[ASR]2,sample,2000,10000,68.106217,66.909281,1.196935,0.284405,,
0000[Sm][bcu]3[ASR]1,sample,2000,10000,63.729093,62.715949,1.013144,0.704970,,
2014[Eu][nan]3[ASR]4,sample,2000,10000,16.563587,15.560867,1.002720,0.246476,,
2008[Zn][pcu]3[FSR]8,sample,2000,10000,24.190735,23.221315,0.969421,0.840457,,
2008[Nd][nan]3[FSR]2,sample,2000,10000,1.032674,0.118251,0.914423,0.225307,,
2004[In][tcs]3[ASR]1,sample,2000,10000,115.856898,115.219411,0.637487,0.128794,,
2013[Ce][nan]3[ASR]7,sample,2000,10000,0.528557,0.059078,0.469479,0.122045,,
2004[Cd][dia]3[FSR]1,sample,2000,10000,0.503844,0.064402,0.439442,0.132906,,
2016[Cd][nan]3[ASR]21,sample,2000,10000,0.421642,0.043455,0.378187,0.085423,,
2013[Cd][nan]3[ASR]3,sample,2000,10000,0.270284,0.029775,0.240509,0.085257,,
0000[Ho][dia]3[FSR]1,sample,2000,10000,0.259789,0.024513,0.235277,0.047789,,
2022[ZnPb][nan]2[FSR]1,sample,2000,10000,0.134622,0.013984,0.120637,0.048326,,
2015[Ni][bpq]3[ASR]1,sample,2000,10000,0.112957,0.007983,0.104974,0.033248,,
2002[Ga][nan]3[ION]1,sample,2000,10000,47.135114,47.100352,0.034762,0.083023,,
2022[Y][nan]3[ASR]3,sample,2000,10000,0.011194,0.001151,0.010044,0.008602,,
2022[Pr][ant]3[ASR]1,sample,2000,10000,0.008792,0.000511,0.008281,0.002367,,
2018[Cd][kgd]2[ASR]3,sample,2000,10000,0.003560,0.000459,0.003101,0.006025,,
2022[Er][ant]3[ASR]1,sample,2000,10000,0.000635,0.000106,0.000529,0.001120,,
0000[AsCd][cds]3[ASR]1,sample,2000,10000,0.000387,0.000000,0.000387,0.001129,,
2011[Gd][sra]3[ASR]1,sample,2000,10000,0.000343,0.000000,0.000343,0.000560,,
2007[CuPr][nan]3[FSR]1,sample,2000,10000,0.000213,0.000000,0.000213,0.000348,,
0000[Cd][nan]3[ASR]13,sample,2000,10000,0.000204,0.000000,0.000204,0.000500,,
2011[Cu][nan]3[ASR]6,sample,2000,10000,0.000095,0.000000,0.000095,0.000379,,
0000[Co][nan]2[ASR]3,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2011[Zn][bbf]3[ASR]1,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2012[Zn][acs]3[ASR]3,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2013[Mg][acs]3[ASR]5,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2014[Cu][acs]3[ASR]5,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2014[Cu][acs]3[FSR]3,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2014[Ga][bpq]3[ASR]1,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2016[Fe][acs]3[FSR]1,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2016[Ni][acs]3[ASR]1,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2017[Cu][hcb]2[ASR]5,sample,2000,10000,0.000102,0.000102,0.000000,0.000575,,
2018[Zn][sql]2[ASR]16,sample,2000,10000,0.000000,0.000000,0.000000,0.000000,,
2016[Cu][pts]3[ASR]1,descriptor_tail,2000,10000,243.264367,43.847964,199.416402,1.296024,200.125,rep06
2015[V][srs]3[ASR]1,descriptor_tail,2000,10000,232.377420,34.726217,197.651204,1.470919,197.654,rep06
2013[Yb][nia]3[ASR]1,descriptor_tail,2000,10000,242.581648,45.960654,196.620994,1.498780,198.300,rep10
2020[In][nuc]3[ASR]1,descriptor_tail,2000,10000,237.497426,41.858008,195.639418,1.722569,196.000,rep07
2013[Ni][nia]3[ASR]1,descriptor_tail,2000,10000,243.781538,49.563595,194.217942,1.816216,194.280,rep15
2018[Y][bcu]3[ASR]1,descriptor_tail,2000,10000,251.133050,59.392541,191.740509,2.504847,189.800,rep05
2007[Zn][pcu]3[ASR]3,descriptor_tail,2000,10000,225.008279,34.184648,190.823631,1.259439,190.090,rep13
2015[Zn][ith]3[ASR]1,descriptor_tail,2000,10000,231.843856,41.567598,190.276257,1.407967,190.650,rep15
2018[Eu][umc]3[ASR]2,descriptor_tail,2000,10000,245.692484,56.327028,189.365455,2.352467,,
2016[ZnCo][idp]3[ASR]1,descriptor_tail,2000,10000,232.633590,43.410041,189.223549,0.984880,,
2010[Cu][nan]3[ASR]1,descriptor_tail,2000,10000,254.268375,65.811691,188.456684,1.691971,,
2014[Zn][pcu]3[ASR]13,descriptor_tail,2000,10000,224.216026,35.880172,188.335854,1.684972,,
2016[ZnCu][idp]3[ASR]1,descriptor_tail,2000,10000,230.821969,42.869091,187.952878,0.980521,,
2023[Cu][nan]3[ASR]8,descriptor_tail,2000,10000,245.235665,57.330197,187.905468,0.821930,,
2005[Cu][pts]3[ASR]2,descriptor_tail,2000,10000,228.532851,41.158287,187.374564,2.223992,187.120,rep13
2018[Zr][bcu]3[ASR]1,descriptor_tail,2000,10000,222.022546,34.744804,187.277742,1.359648,,
2013[Tb][soc]3[ASR]1,descriptor_tail,2000,10000,238.645595,51.378770,187.266825,1.102017,,
2012[Zn][pcu]3[ASR]8,descriptor_tail,2000,10000,233.733504,46.972175,186.761329,1.972427,,
2005[Cu][lvt]3[ASR]1,descriptor_tail,2000,10000,227.458979,40.959071,186.499908,0.679737,187.000,rep13
2023[Cu][nan]3[ASR]7,descriptor_tail,2000,10000,240.785904,54.419508,186.366396,1.553862,,
2020[Cu][pts]3[ASR]2,descriptor_tail,2000,10000,242.818565,56.647838,186.170727,1.024386,,
2021[Cu][lvt]3[ASR]1,descriptor_tail,2000,10000,214.925407,28.789774,186.135633,1.469985,,
2014[Cu][nts]3[ASR]1,descriptor_tail,2000,10000,232.817937,46.703272,186.114665,1.757142,,
2023[Co][nan]3[ASR]9,descriptor_tail,2000,10000,240.451407,54.380859,186.070549,1.240233,,
2002[Zn][pcu]3[ASR]1,descriptor_tail,2000,10000,218.738243,32.724379,186.013864,1.880208,186.150,rep13
2018[Cu][iab]3[ASR]1,descriptor_tail,2000,10000,233.835439,47.848579,185.986860,0.618362,,
2016[Cu][nbo]3[ASR]1,descriptor_tail,2000,10000,243.695645,57.988078,185.707567,1.261305,,
2014[Cu][nts]3[ASR]2,descriptor_tail,2000,10000,226.243637,40.589811,185.653826,1.808457,,
2001[Zn][nia]3[ASR]1,descriptor_tail,2000,10000,242.121591,56.476673,185.644918,1.427023,,
2005[Zn][pcu]3[ASR]5,descriptor_tail,2000,10000,217.506195,31.896734,185.609461,1.793810,,
2005[Zn][pcu]3[ASR]8,descriptor_tail,2000,10000,217.694167,32.176478,185.517689,1.293194,,
2017[Zr][flu]3[ASR]1,descriptor_tail,2000,10000,236.935297,51.459000,185.476297,1.652478,,
2009[Cu][pts]3[ASR]2,descriptor_tail,2000,10000,216.522652,31.051319,185.471333,1.696831,185.780,rep13
2014[Fe][nan]3[ASR]7,descriptor_tail,2000,10000,226.010743,40.561667,185.449076,1.578166,,
2005[Zn][pcu]3[ASR]6,descriptor_tail,2000,10000,218.274631,32.845699,185.428932,1.911796,186.120,rep13
2006[Zn][pcu]3[ASR]9,descriptor_tail,2000,10000,212.285217,26.986786,185.298431,1.752609,,
2022[Zn][rtl]3[ASR]1,descriptor_tail,2000,10000,228.173774,43.022224,185.151550,1.502944,,
2005[Zn][pcu]3[ASR]7,descriptor_tail,2000,10000,217.501931,32.621534,184.880397,1.494226,,
2005[Zn][pcu]3[ASR]4,descriptor_tail,2000,10000,217.142186,32.437166,184.705020,1.843599,,
2005[Zn][pcu]3[ASR]9,descriptor_tail,2000,10000,216.723981,32.158075,184.565906,1.576258,,
2012[Cu][pto]3[ASR]1,descriptor_tail,2000,10000,228.896245,44.894167,184.002078,1.016099,,
2019[Cu][nan]3[ASR]10,descriptor_tail,2000,10000,217.350003,33.430345,183.919658,1.569952,,
2020[Cu][pts]3[ASR]3,descriptor_tail,2000,10000,229.242836,45.966024,183.276812,1.841141,,
2013[Tb][umc]3[ASR]1,descriptor_tail,2000,10000,250.587666,67.374724,183.212942,2.529875,,
2012[Cu][nbo]3[ASR]1,descriptor_tail,2000,10000,232.665051,49.454022,183.211029,2.468147,,
2011[Zn][pcu]3[ASR]8,descriptor_tail,2000,10000,216.034588,33.428352,182.606236,1.816089,,
2014[Fe][nan]3[ASR]6,descriptor_tail,2000,10000,216.315003,33.756323,182.558680,2.429396,,
2018[Cu][fmj]3[ASR]1,descriptor_tail,2000,10000,227.256671,44.698159,182.558512,1.526210,,
2019[Zr][bcu]3[ASR]1,descriptor_tail,2000,10000,230.402598,47.859759,182.542839,1.635033,,
2013[In][acs]3[ASR]1,descriptor_tail,2000,10000,216.149432,33.670905,182.478527,1.292105,,
2018[Zn][ith]3[ASR]2,descriptor_tail,2000,10000,212.352456,30.143801,182.208655,2.519868,,
2013[Hf][bcu]3[ASR]2,descriptor_tail,2000,10000,229.182394,47.161155,182.021239,1.915572,,
2006[Zn][pcu]3[ASR]8,descriptor_tail,2000,10000,213.552920,31.569509,181.983411,2.159723,,
2010[Eu][pcu]3[ASR]1,descriptor_tail,2000,10000,233.863302,51.939154,181.924148,1.620275,,
2017[Cu][fjh]3[ASR]1,descriptor_tail,2000,10000,222.073948,40.170539,181.903409,3.354301,,
2012[Cu][ith]3[ASR]1,descriptor_tail,2000,10000,218.069487,36.543176,181.526311,1.508811,,
2013[Hf][bcu]3[ASR]1,descriptor_tail,2000,10000,226.934699,46.128592,180.806107,1.761946,,
