# UNATTESTED. Post-seal read-only pull from bnode0 2026-09-02T12:0xZ. Outside the sealed 16/16 attestation; nothing attests these bytes are unchanged since the campaign. Workspace data postdates the filed REPORT.md, so row counts DO NOT match filed totals -- see the filed_total / count_matches_filed columns. Skip this line when parsing.
rep,arm,parent,child,parent_wc,parent_sd,child_wc,child_sd,delta,parent_fidelity,child_fidelity,source_file,source_sha256,pulled_at,attestation,workspace_mtime,filed_total,count_matches_filed
rep02,ungated,2020[Co][mab]3[ASR]1,2020[Co][mab]3[ASR]1__1of2,54.021,3.739,178.271,3.763,+124.250,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2009[Cu][dia]3[ASR]2,2009[Cu][dia]3[ASR]2__1of2,60.242,5.193,183.669,2.424,+123.427,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2007[TbV][nan]3[FSR]1,2007[TbV][nan]3[FSR]1__1of2,78.636,5.754,159.624,4.588,+80.988,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[Cd][nan]3[ASR]2,2023[Cd][nan]3[ASR]2__1of2,107.3,2.625,176.45,2.035,+69.150,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]12,2013[Zn][ths]3[ASR]12__1of2,91.383,3.035,168.495,3.848,+77.112,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]9,2013[Zn][ths]3[ASR]9__1of2,89.311,2.952,170.281,2.616,+80.970,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[FSR]2,2016[Zn][ths]3[FSR]2__1of2,88.379,3.954,170.162,3.164,+81.783,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[Ag][dia]3[ASR]1,2005[Ag][dia]3[ASR]1__1of2,89.521,4.824,196.377,0.816,+106.856,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[Ag][dia]3[ION]1,2005[Ag][dia]3[ION]1__1of2,83.729,5.331,195.619,1.541,+111.890,3000 prod,10000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]7,2016[Zn][ths]3[ASR]7__1of2,93.52,3.998,167.852,4.602,+74.332,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]4,2013[Zn][ths]3[ASR]4__1of2,92.65,2.221,166.565,1.339,+73.915,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[FSR]1,2016[Zn][ths]3[FSR]1__1of2,89.908,2.353,168.686,2.017,+78.778,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]11,2016[Zn][ths]3[ASR]11__1of2,91.228,3.09,169.895,3.206,+78.667,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]10,2013[Zn][ths]3[ASR]10__1of2,98.93,3.536,169.356,2.025,+70.426,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]1,2013[Zn][ths]3[ASR]1__1of2,93.026,3.857,169.575,3.822,+76.549,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Cu][lvt]3[ASR]1,2013[Cu][lvt]3[ASR]1__1of2,135.403,3.154,183.282,2.256,+47.879,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Zn][ths]3[ASR]3,2017[Zn][ths]3[ASR]3__1of2,99.328,5.195,166.598,2.261,+67.270,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]8,2016[Zn][ths]3[ASR]8__1of2,95.334,2.937,169.872,2.334,+74.538,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2010[Mn][pts]3[ASR]1,2010[Mn][pts]3[ASR]1__1of2,26.34,1.632,165.388,2.312,+139.048,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Zn][ths]3[ASR]1,2017[Zn][ths]3[ASR]1__1of2,93.441,2.852,166.941,3.095,+73.500,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[FeAu][fsc]3[FSR]2,2014[FeAu][fsc]3[FSR]2__1of2,57.175,2.978,156.713,2.905,+99.538,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Bi][sra]3[FSR]1,2019[Bi][sra]3[FSR]1__1of2,48.751,2.876,183.447,2.757,+134.696,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2010[ZnPd][pts]3[FSR]1,2010[ZnPd][pts]3[FSR]1__1of2,42.489,1.833,161.774,1.702,+119.285,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,0000[Fe][pts]3[ASR]1,0000[Fe][pts]3[ASR]1__1of2,27.108,1.959,165.874,2.007,+138.766,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Zn][ths]3[ASR]4,2017[Zn][ths]3[ASR]4__1of2,99.317,4.043,168.602,2.925,+69.285,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]11,2013[Zn][ths]3[ASR]11__1of2,91.611,1.595,168.03,3.639,+76.419,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Zn][nan]3[ASR]1,2020[Zn][nan]3[ASR]1__1of2,92.876,5.072,182.939,2.009,+90.063,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]10,2016[Zn][ths]3[ASR]10__1of2,96.979,1.701,167.58,2.882,+70.601,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Zr][afw]3[ASR]1,2020[Zr][afw]3[ASR]1__1of2,87.05,1.755,145.625,2.462,+58.575,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]6,2016[Zn][ths]3[ASR]6__1of2,96.933,4.081,168.281,2.907,+71.348,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Zn][ths]3[ASR]3,2016[Zn][ths]3[ASR]3__1of2,102.98,4.425,166.768,2.564,+63.788,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Zn][pcu]3[ASR]19,2014[Zn][pcu]3[ASR]19__1of2,77.393,4.538,184.464,4.893,+107.071,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[CuMn][dia]3[ASR]1,2012[CuMn][dia]3[ASR]1__1of2,92.819,2.994,149.297,1.971,+56.478,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][pcu]3[ASR]11,2013[Zn][pcu]3[ASR]11__1of2,56.082,3.651,178.596,2.198,+122.514,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2021[Cd][tfz]3[FSR]1,2021[Cd][tfz]3[FSR]1__1of2,53.435,4.608,180.821,4.537,+127.386,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Ni][dia]3[ASR]3,2019[Ni][dia]3[ASR]3__1of2,43.055,3.665,172.275,3.226,+129.220,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2017[Zn][ths]3[ASR]2,2017[Zn][ths]3[ASR]2__1of2,100.263,2.939,165.476,3.326,+65.213,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Co][nan]3[ASR]26,2016[Co][nan]3[ASR]26__1of2,53.868,4.043,183.429,3.85,+129.561,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]7,2013[Zn][ths]3[ASR]7__1of2,106.847,2.803,166.196,2.515,+59.349,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2007[Zn][ths]3[ASR]3,2007[Zn][ths]3[ASR]3__1of2,97.486,3.772,168.401,2.95,+70.915,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2024[Th][llj]3[ASR]1,2024[Th][llj]3[ASR]1__1of2,78.557,2.896,164.339,1.484,+85.782,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2007[Zn][ths]3[ASR]1,2007[Zn][ths]3[ASR]1__1of2,99.365,2.593,166.942,2.352,+67.577,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[USi][ths]3[ASR]1,2016[USi][ths]3[ASR]1__1of2,50.453,3.578,181.355,3.227,+130.902,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2007[Zn][ths]3[ASR]2,2007[Zn][ths]3[ASR]2__1of2,100.927,2.486,164.475,3.185,+63.548,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2014[Cd][tfz]3[ASR]1,2014[Cd][tfz]3[ASR]1__1of2,63.229,2.752,189.722,2.578,+126.493,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Co][nan]3[ASR]2,2018[Co][nan]3[ASR]2__1of2,54.521,3.444,181.907,3.993,+127.386,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[CuIn][nan]3[FSR]1,2018[CuIn][nan]3[FSR]1__1of2,43.27,6.7,174.774,1.943,+131.504,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[Co][dia]3[FSR]5,2012[Co][dia]3[FSR]5__1of2,37.372,6.117,175.649,2.641,+138.277,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2022[Cd][pcu]3[ASR]1,2022[Cd][pcu]3[ASR]1__1of2,44.921,3.732,178.523,2.743,+133.602,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2024[Cd][nan]3[ASR]5,2024[Cd][nan]3[ASR]5__1of2,77.282,4.347,177.527,1.723,+100.245,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[Cd][nan]3[ASR]3,2023[Cd][nan]3[ASR]3__1of2,78.038,6.03,178.764,2.229,+100.726,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Yb][lcy]3[ASR]1,2016[Yb][lcy]3[ASR]1__1of2,165.944,4.749,179.35,4.547,+13.406,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2013[Zn][ths]3[ASR]8,2013[Zn][ths]3[ASR]8__1of2,107.243,3.162,166.214,3.868,+58.971,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2011[In][dia]3[ASR]2,2011[In][dia]3[ASR]2__1of2,78.376,2.89,177.817,2.796,+99.441,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Mn][srs]3[ASR]1,2019[Mn][srs]3[ASR]1__1of2,56.113,4.07,176.15,1.997,+120.037,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2016[Mg][hms]3[ASR]1,2016[Mg][hms]3[ASR]1__1of2,71.292,5.458,173.71,1.722,+102.418,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2015[Zn][ths]3[ASR]2,2015[Zn][ths]3[ASR]2__1of2,100.201,3.739,162.516,4.333,+62.315,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2020[Fe][pts]3[ASR]1,2020[Fe][pts]3[ASR]1__1of2,69.838,3.549,163.313,2.166,+93.475,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2018[Zn][pcu]3[ASR]15,2018[Zn][pcu]3[ASR]15__1of2,39.349,4.513,177.44,5.252,+138.091,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2011[In][dia]3[ASR]3,2011[In][dia]3[ASR]3__1of2,74.055,3.728,181.178,1.824,+107.123,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2008[Zn][srs]3[FSR]8,2008[Zn][srs]3[FSR]8__1of2,121.518,3.178,161.732,1.852,+40.214,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[Fe][ant]3[ASR]1,2023[Fe][ant]3[ASR]1__1of2,131.272,1.174,172.28,1.871,+41.008,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2012[CuMo][dia]3[ASR]2,2012[CuMo][dia]3[ASR]2__1of2,39.245,3.059,169.948,3.733,+130.703,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2008[Zn][srs]3[ASR]5,2008[Zn][srs]3[ASR]5__1of2,120.25,4.451,163.911,2.595,+43.661,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2005[Zn][srs]3[ASR]2,2005[Zn][srs]3[ASR]2__1of2,119.995,3.07,163.832,2.656,+43.837,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2023[In][nht]3[ASR]2,2023[In][nht]3[ASR]2__1of2,135.638,4.888,173.066,4.538,+37.428,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
rep02,ungated,2019[Zn][sit]3[ASR]1,2019[Zn][sit]3[ASR]1__1of2,51.47,6.902,180.161,4.315,+128.691,3000 prod,3000 prod,"ws/rep02/tables/{mod_rank,t1_wc}.csv",67d64b40bc9a35cf…,2026-09-02T12:0xZ,none - post-seal pull,2026-09-02 02:13,250 paired parents (REPORT.md 2026-09-01 05:32),NO - 389 here; workspace postdates the report by 20h41m
